LotNrRel;Allocate;EstValue;StartPrice;LotsSale;LotsSaleMain;LotsSaleSub;Weekday;SP.EV;yData
0.0670391061452514;0;9000.0;6500.0;169;46;42;3;0.7222222222222222;1.0
0.2864321608040201;0;500.0;375.0;460;140;52;4;0.75;1.0
0.7955801104972375;0;400.0;250.0;183;181;18;1;0.625;1.0
0.10046511627906976;0;250.0;180.0;2165;62;40;2;0.72;1.0
0.27710843373493976;0;450.0;250.0;89;46;4;4;0.5555555555555556;1.0
0.7352112676056338;1;800.0;350.0;210;15;3;2;0.4375;0.0
0.2502325581395349;0;200.0;95.0;2165;184;123;2;0.475;1.0
0.5190258751902588;0;200.0;100.0;631;312;84;2;0.5;1.0
0.3061674008810573;0;580.0;250.0;364;261;21;2;0.4310344827586207;1.0
0.3683083511777302;0;200.0;100.0;462;31;5;2;0.5;1.0
0.9959764778706284;0;200.0;100.0;3106;108;4;2;0.5;1.0
0.9070422535211268;0;850.0;350.0;210;15;3;2;0.4117647058823529;1.0
0.19014084507042253;0;800.0;400.0;2843;376;51;2;0.5;1.0
0.03732394366197183;0;600.0;250.0;2843;351;145;2;0.4166666666666667;1.0
0.10186046511627908;0;450.0;300.0;2165;62;40;2;0.6666666666666666;1.0
0.7035175879396985;0;700.0;500.0;460;249;44;4;0.7142857142857143;1.0
0.1061611374407583;0;200.0;150.0;955;343;24;1;0.75;1.0
0.1506276150627615;0;16000.0;5500.0;976;441;47;2;0.34375;1.0
0.2473572938689217;0;300.0;230.0;454;148;7;4;0.7666666666666667;1.0
0.4507042253521127;1;1100.0;400.0;210;163;15;2;0.3636363636363637;0.0
0.4816901408450705;1;850.0;350.0;210;163;15;2;0.4117647058823529;0.0
0.03448275862068965;0;3000.0;2000.0;177;37;6;1;0.6666666666666666;1.0
0.2738693467336684;0;500.0;375.0;460;140;52;4;0.75;1.0
0.027894002789400282;1;18000.0;6000.0;976;38;17;2;0.3333333333333333;0.0
0.3661971830985916;0;400.0;100.0;143;18;15;1;0.25;1.0
0.4593301435406698;0;250.0;5.0;295;99;11;1;0.02;1.0
0.1785211267605634;0;450.0;250.0;2843;376;38;2;0.5555555555555556;1.0
0.06006006006006006;0;700.0;250.0;161;118;12;4;0.35714285714285715;1.0
0.8751902587519026;0;2500.0;1750.0;631;170;15;2;0.7;1.0
0.05027932960893855;0;9000.0;6500.0;169;46;42;3;0.7222222222222222;1.0
0.2577092511013216;1;16240.0;6500.0;364;16;2;2;0.4002463054187192;0.0
0.5031847133757962;0;500.0;250.0;162;140;4;3;0.5;1.0
0.14977973568281938;1;3480.0;1250.0;364;261;19;2;0.3591954022988505;0.0
0.7;0;7500.0;4500.0;17;14;7;4;0.6;1.0
0.647887323943662;1;4250.0;1750.0;143;117;40;1;0.4117647058823529;0.0
0.1762114537444934;0;8700.0;3250.0;364;261;27;2;0.3735632183908046;1.0
0.02859135285913528;0;8500.0;4000.0;976;38;17;2;0.4705882352941176;1.0
0.006276150627615064;1;7500.0;7500.0;976;441;29;2;1.0;0.0
0.8661087866108786;0;750.0;300.0;976;255;184;2;0.4;1.0
0.4317180616740088;1;2900.0;1250.0;364;261;58;2;0.4310344827586207;0.0
0.7245434849891674;0;200.0;100.0;3106;814;107;2;0.5;1.0
0.19154929577464788;0;200.0;100.0;2843;376;51;2;0.5;1.0
0.7041420118343196;0;500.0;150.0;563;201;70;4;0.3;1.0
0.19718309859154928;1;16000.0;5000.0;143;117;17;1;0.3125;0.0
0.642914979757085;0;225.0;170.0;1166;139;65;2;0.7555555555555555;1.0
0.1213389121338912;0;1250.0;400.0;976;441;47;2;0.32;1.0
0.017766497461928942;0;200.0;100.0;394;348;10;1;0.5;1.0
0.6690140845070423;1;850.0;350.0;285;209;32;2;0.4117647058823529;1.0
0.8666666666666667;0;300.0;100.0;347;91;30;2;0.3333333333333333;1.0
0.5072463768115942;0;250.0;10.0;347;91;19;2;0.04;1.0
0.1589958158995816;1;9000.0;2500.0;976;441;47;2;0.2777777777777778;0.0
0.1827906976744186;0;500.0;250.0;2165;257;63;2;0.5;1.0
0.9154929577464788;0;1000.0;250.0;2843;376;8;2;0.25;1.0
0.9084507042253521;0;200.0;25.0;285;32;32;2;0.125;1.0
0.2413953488372093;0;300.0;150.0;2165;184;61;2;0.5;1.0
0.06852791878172589;0;750.0;500.0;394;348;17;1;0.6666666666666666;1.0
0.016549295774647886;0;1500.0;800.0;2843;49;25;2;0.5333333333333333;1.0
0.21269177126917715;1;12960.0;6500.0;976;441;14;2;0.5015432098765432;0.0
0.3389043639740019;0;2000.0;1000.0;3106;231;25;2;0.5;1.0
0.2461645746164575;1;3000.0;1250.0;976;441;53;2;0.4166666666666667;0.0
0.17183098591549295;1;3000.0;1250.0;210;15;5;2;0.4166666666666667;0.0
0.7949790794979079;0;800.0;200.0;976;135;101;2;0.25;1.0
0.8775;0;1300.0;900.0;721;354;5;2;0.6923076923076923;1.0
